Mês/Ano,Região,Estado,Produto,Quantidade (m³)
05/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,365
05/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),62411
05/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),92981
05/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),12231
05/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),21316
05/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),4799
05/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),8568
05/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),74
05/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),52893
05/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),111887
05/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),13547
05/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,16115
05/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,21056
05/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,7094
05/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,839
05/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,7034
05/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,2261
05/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,292
05/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,16105
05/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,25599
04/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,534
04/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,6327
04/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,581
04/2022,NORDESTE,Bahia,GORDURA BOVINA,3793
04/2022,NORTE,Rondônia,GORDURA BOVINA,215
04/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,4818
04/2022,SUDESTE,São Paulo,GORDURA BOVINA,6643
04/2022,SUL,Paraná,GORDURA BOVINA,1154
04/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,10564
04/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,2537
04/2022,SUL,Paraná,GORDURA DE FRANGO,5441
04/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,222
04/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,999
04/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4329
04/2022,SUDESTE,São Paulo,GORDURA DE PORCO,3249
04/2022,SUL,Paraná,GORDURA DE PORCO,2709
04/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,3149
04/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),135
04/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2337
04/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1252
04/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),32
04/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,137
04/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,66
04/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,8
04/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4261
04/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,945
04/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,281
04/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,2928
04/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,184
04/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,323
04/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,52
04/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,723
04/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,10315
04/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2671
04/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,428
04/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),58983
04/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),76475
04/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),12591
04/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),19266
04/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),4655
04/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),6988
04/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),104
04/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),42233
04/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),97094
04/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),8760
04/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,16526
04/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,20229
04/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,5121
04/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,1271
04/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4040
04/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,2463
04/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,255
04/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,15335
04/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,18822
03/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,785
03/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,395
03/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,5515
03/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,157
03/2022,NORDESTE,Bahia,GORDURA BOVINA,2165
03/2022,NORTE,Rondônia,GORDURA BOVINA,375
03/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,6233
03/2022,SUDESTE,São Paulo,GORDURA BOVINA,5286
03/2022,SUL,Paraná,GORDURA BOVINA,3427
03/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,15107
03/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,1768
03/2022,SUL,Paraná,GORDURA DE FRANGO,7595
03/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,38
03/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,2153
03/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4354
03/2022,SUDESTE,São Paulo,GORDURA DE PORCO,4348
03/2022,SUL,Paraná,GORDURA DE PORCO,1676
03/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,3719
03/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),578
03/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4792
03/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1312
03/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),509
03/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,104
03/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,5
03/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,5371
03/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,809
03/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,1057
03/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1509
03/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,501
03/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,332
03/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,572
03/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,69
03/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,937
03/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,12112
03/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,987
03/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,382
03/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),59848
03/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),70492
03/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),12994
03/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),18710
03/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),1540
03/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),5606
03/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),331
03/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),49733
03/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),87190
03/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),22710
03/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,16161
03/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,18930
03/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,6137
03/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,263
03/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,5490
03/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,1538
03/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,374
03/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,15417
03/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,19736
03/2022,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,55
02/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,93
02/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,389
02/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,3978
02/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,1016
02/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,300
02/2022,NORDESTE,Bahia,GORDURA BOVINA,6026
02/2022,NORTE,Rondônia,GORDURA BOVINA,931
02/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,5250
02/2022,SUDESTE,São Paulo,GORDURA BOVINA,9434
02/2022,SUL,Paraná,GORDURA BOVINA,3540
02/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,12951
02/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,1606
02/2022,SUL,Paraná,GORDURA DE FRANGO,4690
02/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,340
02/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,1263
02/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4341
02/2022,SUDESTE,São Paulo,GORDURA DE PORCO,1901
02/2022,SUL,Paraná,GORDURA DE PORCO,1356
02/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,1920
02/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),893
02/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4398
02/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4397
02/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),62
02/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,134
02/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,465
02/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,97
02/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,6
02/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4984
02/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1265
02/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,567
02/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,3459
02/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE MILHO,154
02/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,227
02/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,343
02/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,9092
02/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,11
02/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),61641
02/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),73246
02/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),13910
02/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),13435
02/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),2250
02/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),9126
02/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),1454
02/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),48481
02/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),96574
02/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),16042
02/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,12548
02/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,15613
02/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,4287
02/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,534
02/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4139
02/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,1538
02/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,284
02/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,15636
02/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,14724
01/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,147
01/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,256
01/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,108
01/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,44
01/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,4698
01/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,766
01/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,2994
01/2022,NORDESTE,Bahia,GORDURA BOVINA,3510
01/2022,NORTE,Rondônia,GORDURA BOVINA,443
01/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,5988
01/2022,SUDESTE,São Paulo,GORDURA BOVINA,6122
01/2022,SUL,Paraná,GORDURA BOVINA,3009
01/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,16739
01/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,624
01/2022,SUL,Paraná,GORDURA DE FRANGO,5629
01/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,228
01/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,1465
01/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,6067
01/2022,SUDESTE,São Paulo,GORDURA DE PORCO,1636
01/2022,SUL,Paraná,GORDURA DE PORCO,1344
01/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,2307
01/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),200
01/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4764
01/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1321
01/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),293
01/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,32
01/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,21
01/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,8
01/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,5065
01/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2698
01/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,633
01/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,3859
01/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,85
01/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,191
01/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2049
01/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,10510
01/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,588
01/2022,NORTE,Tocantins,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,565
01/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),49838
01/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),47314
01/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),7465
01/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),19735
01/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),3883
01/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),2661
01/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),3868
01/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),62651
01/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),93710
01/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),15770
01/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,13865
01/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,17962
01/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,4710
01/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,94
01/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4196
01/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,227
01/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,263
01/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,14426
01/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,15925
12/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,227
12/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,714
12/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,295
12/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,69
12/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,5320
12/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,994
12/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,782
12/2021,NORDESTE,Bahia,GORDURA BOVINA,2030
12/2021,NORTE,Rondônia,GORDURA BOVINA,361
12/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,6115
12/2021,SUDESTE,São Paulo,GORDURA BOVINA,7291
12/2021,SUL,Paraná,GORDURA BOVINA,5454
12/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,19494
12/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,723
12/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,112
12/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,104
12/2021,SUL,Paraná,GORDURA DE FRANGO,5359
12/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,2330
12/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4038
12/2021,SUDESTE,São Paulo,GORDURA DE PORCO,116
12/2021,SUL,Paraná,GORDURA DE PORCO,282
12/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,1507
12/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1643
12/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5556
12/2021,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3846
12/2021,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),455
12/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,46
12/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,12
12/2021,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,104
12/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3881
12/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2353
12/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,1546
12/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,2947
12/2021,CENTRO OESTE,Goiás,ÓLEO DE MILHO,253
12/2021,SUL,Rio Grande do Sul,ÓLEO DE MILHO,152
12/2021,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2970
12/2021,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,12057
12/2021,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,44
12/2021,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),62830
12/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),61821
12/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),21382
12/2021,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),21751
12/2021,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),2812
12/2021,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),11623
12/2021,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),7025
12/2021,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),468
12/2021,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),1436
12/2021,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),81775
12/2021,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),104309
12/2021,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),9751
12/2021,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,2770
12/2021,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,13155
12/2021,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,470
12/2021,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,113
12/2021,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,484
12/2021,SUL,Paraná,OUTROS MATERIAIS GRAXOS,16321
12/2021,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,16842
11/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,168
11/2021,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,552
11/2021,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,131
11/2021,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,155
11/2021,CENTRO OESTE,Goiás,GORDURA BOVINA,3251
11/2021,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,458
11/2021,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,249
11/2021,NORDESTE,Bahia,GORDURA BOVINA,3002
11/2021,NORTE,Rondônia,GORDURA BOVINA,416
11/2021,SUDESTE,Minas Gerais,GORDURA BOVINA,6970
11/2021,SUDESTE,São Paulo,GORDURA BOVINA,6845
11/2021,SUL,Paraná,GORDURA BOVINA,4096
11/2021,SUL,Rio Grande do Sul,GORDURA BOVINA,19893
11/2021,SUDESTE,Minas Gerais,GORDURA DE FRANGO,688
11/2021,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,39
11/2021,SUDESTE,São Paulo,GORDURA DE FRANGO,271
11/2021,SUL,Paraná,GORDURA DE FRANGO,7357
11/2021,CENTRO OESTE,Goiás,GORDURA DE PORCO,1879
11/2021,SUDESTE,Minas Gerais,GORDURA DE PORCO,799
11/2021,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,4303
11/2021,SUDESTE,São Paulo,GORDURA DE PORCO,504
11/2021,SUL,Paraná,GORDURA DE PORCO,681
11/2021,SUL,Rio Grande do Sul,GORDURA DE PORCO,1111
11/2021,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2577
11/2021,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5466
11/2021,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2012
11/2021,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1553
11/2021,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,321
11/2021,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,2
11/2021,NORTE,Tocantins,ÓLEO DE FRITURA USADO,5
11/2021,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,19
11/2021,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4062
11/2021,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1520
11/2021,SUL,Paraná,ÓLEO DE FRITURA USADO,1178
11/2021,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,3135
11/2021,CENTRO OESTE,Goiás,ÓLEO DE MILHO,212
11/2021,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,308
