Mês/Ano,Região,Estado,Produto,Quantidade (m³)
03/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,0
03/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,48
03/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,180
03/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,17
03/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,133
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,6167
03/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,614
03/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1125
03/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,6733
03/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,500
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,196
03/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1025
03/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,10628
03/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5741
03/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,219
03/2023,NORTE,Pará,ÓLEO DE PALMISTE,530
03/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),60934
03/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),80595
03/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),18315
03/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),24395
03/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),5349
03/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),43
03/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),964
03/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),12374
03/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),1781
03/2023,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),422
03/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),2481
03/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),50280
03/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),98065
03/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),16988
03/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,18505
03/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,23733
03/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,2324
03/2023,NORTE,Pará,OUTROS MATERIAIS GRAXOS,192
03/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,806
03/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,40
03/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,3180
03/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,14383
03/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,18485
03/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,17477
03/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,576
02/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,406
02/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,8485
02/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,1024
02/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,637
02/2023,NORDESTE,Bahia,GORDURA BOVINA,5304
02/2023,NORTE,Pará,GORDURA BOVINA,455
02/2023,NORTE,Rondônia,GORDURA BOVINA,4721
02/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,1947
02/2023,SUDESTE,São Paulo,GORDURA BOVINA,7389
02/2023,SUL,Paraná,GORDURA BOVINA,2770
02/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,12238
02/2023,NORDESTE,Bahia,GORDURA DE FRANGO,28
02/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,774
02/2023,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,426
02/2023,SUDESTE,São Paulo,GORDURA DE FRANGO,2254
02/2023,SUL,Paraná,GORDURA DE FRANGO,2706
02/2023,SUL,Santa Catarina,GORDURA DE FRANGO,1719
02/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,2242
02/2023,NORDESTE,Bahia,GORDURA DE PORCO,329
02/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,210
02/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,2707
02/2023,SUDESTE,São Paulo,GORDURA DE PORCO,2530
02/2023,SUL,Paraná,GORDURA DE PORCO,1725
02/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,4073
02/2023,SUL,Santa Catarina,GORDURA DE PORCO,1527
02/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),800
02/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3846
02/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1493
02/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1654
02/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,252
02/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,115
02/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,374
02/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,20
02/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,37
02/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4787
02/2023,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,1947
02/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,1085
02/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1594
02/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,3543
02/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,685
02/2023,SUDESTE,Rio de Janeiro,ÓLEO DE MILHO,35
02/2023,SUDESTE,São Paulo,ÓLEO DE MILHO,33
02/2023,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,42
02/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,4670
02/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,3739
02/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,63
02/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),41421
02/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),73949
02/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),22997
02/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),23286
02/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),2396
02/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),2
02/2023,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),91
02/2023,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),3902
02/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),1642
02/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),2186
02/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),34239
02/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),81184
02/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),12428
02/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,13799
02/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,15107
02/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,3268
02/2023,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,235
02/2023,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,367
02/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,77
02/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,22
02/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,18021
02/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,17839
01/2023,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,661
01/2023,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,50
01/2023,CENTRO OESTE,Goiás,GORDURA BOVINA,9031
01/2023,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,2029
01/2023,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,991
01/2023,NORDESTE,Bahia,GORDURA BOVINA,6176
01/2023,NORTE,Pará,GORDURA BOVINA,508
01/2023,NORTE,Rondônia,GORDURA BOVINA,3620
01/2023,SUDESTE,Minas Gerais,GORDURA BOVINA,25
01/2023,SUDESTE,Rio de Janeiro,GORDURA BOVINA,1
01/2023,SUDESTE,São Paulo,GORDURA BOVINA,7550
01/2023,SUL,Paraná,GORDURA BOVINA,3039
01/2023,SUL,Rio Grande do Sul,GORDURA BOVINA,14231
01/2023,CENTRO OESTE,Goiás,GORDURA DE FRANGO,303
01/2023,SUDESTE,Minas Gerais,GORDURA DE FRANGO,986
01/2023,SUDESTE,São Paulo,GORDURA DE FRANGO,1736
01/2023,SUL,Paraná,GORDURA DE FRANGO,2106
01/2023,SUL,Rio Grande do Sul,GORDURA DE FRANGO,74
01/2023,SUL,Santa Catarina,GORDURA DE FRANGO,1673
01/2023,CENTRO OESTE,Goiás,GORDURA DE PORCO,3199
01/2023,SUDESTE,Minas Gerais,GORDURA DE PORCO,736
01/2023,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,8642
01/2023,SUDESTE,São Paulo,GORDURA DE PORCO,1994
01/2023,SUL,Paraná,GORDURA DE PORCO,1090
01/2023,SUL,Rio Grande do Sul,GORDURA DE PORCO,3438
01/2023,SUL,Santa Catarina,GORDURA DE PORCO,3010
01/2023,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),118
01/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5316
01/2023,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2657
01/2023,SUDESTE,Minas Gerais,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),182
01/2023,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1175
01/2023,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,75
01/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,102
01/2023,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,359
01/2023,NORTE,Tocantins,ÓLEO DE FRITURA USADO,3
01/2023,SUDESTE,Minas Gerais,ÓLEO DE FRITURA USADO,36
01/2023,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4307
01/2023,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2361
01/2023,SUL,Paraná,ÓLEO DE FRITURA USADO,685
01/2023,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1267
01/2023,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,5214
01/2023,CENTRO OESTE,Goiás,ÓLEO DE MILHO,452
01/2023,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,7886
01/2023,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,6436
01/2023,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,202
01/2023,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),34751
01/2023,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),61598
01/2023,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),21931
01/2023,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),27173
01/2023,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),4162
01/2023,NORTE,Pará,ÓLEO DE SOJA (GLYCINE MAX),1141
01/2023,SUDESTE,Minas Gerais,ÓLEO DE SOJA (GLYCINE MAX),3109
01/2023,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),1761
01/2023,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),36091
01/2023,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),79569
01/2023,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),10871
01/2023,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,11515
01/2023,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,13914
01/2023,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,3419
01/2023,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,151
01/2023,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,494
01/2023,SUL,Paraná,OUTROS MATERIAIS GRAXOS,17297
01/2023,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,17579
01/2023,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,436
12/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,928
12/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,9651
12/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,1099
12/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,1056
12/2022,NORDESTE,Bahia,GORDURA BOVINA,9239
12/2022,NORTE,Pará,GORDURA BOVINA,195
12/2022,NORTE,Rondônia,GORDURA BOVINA,2175
12/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,2452
12/2022,SUDESTE,Rio de Janeiro,GORDURA BOVINA,498
12/2022,SUDESTE,São Paulo,GORDURA BOVINA,6143
12/2022,SUL,Paraná,GORDURA BOVINA,4573
12/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,13775
12/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,895
12/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,2390
12/2022,SUL,Paraná,GORDURA DE FRANGO,2539
12/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,67
12/2022,SUL,Santa Catarina,GORDURA DE FRANGO,1320
12/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,3626
12/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,611
12/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,2152
12/2022,SUDESTE,São Paulo,GORDURA DE PORCO,3095
12/2022,SUL,Paraná,GORDURA DE PORCO,3488
12/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,3481
12/2022,SUL,Santa Catarina,GORDURA DE PORCO,3444
12/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),640
12/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5464
12/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3499
12/2022,SUL,Santa Catarina,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),321
12/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1021
12/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,184
12/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,168
12/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,477
12/2022,NORTE,Rondônia,ÓLEO DE FRITURA USADO,47
12/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,20
12/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4058
12/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,3159
12/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,526
12/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1751
12/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,6270
12/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,1092
12/2022,SUL,Paraná,ÓLEO DE MILHO,1910
12/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,2268
12/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2481
12/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,8340
12/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,184
12/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMISTE,564
12/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),55755
12/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),64808
12/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),15738
12/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),27333
12/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),4348
12/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),4
12/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),3259
12/2022,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),482
12/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),43044
12/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),73020
12/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),17039
12/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,17167
12/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,13934
12/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,5484
12/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,283
12/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4604
12/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,151
12/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,2443
12/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,13959
12/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,20534
11/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,1108
11/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,10758
11/2022,CENTRO OESTE,Mato Grosso,GORDURA BOVINA,503
11/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,298
11/2022,NORDESTE,Bahia,GORDURA BOVINA,8242
11/2022,NORTE,Pará,GORDURA BOVINA,222
11/2022,NORTE,Rondônia,GORDURA BOVINA,1700
11/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,2561
11/2022,SUDESTE,Rio de Janeiro,GORDURA BOVINA,77
11/2022,SUDESTE,São Paulo,GORDURA BOVINA,7810
11/2022,SUL,Paraná,GORDURA BOVINA,4362
11/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,16667
11/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,1282
11/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,2313
11/2022,SUL,Paraná,GORDURA DE FRANGO,2595
11/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,32
11/2022,SUL,Santa Catarina,GORDURA DE FRANGO,2503
11/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,3493
11/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,892
11/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,5636
11/2022,SUDESTE,São Paulo,GORDURA DE PORCO,4328
11/2022,SUL,Paraná,GORDURA DE PORCO,4412
11/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,3316
11/2022,SUL,Santa Catarina,GORDURA DE PORCO,2843
11/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),909
11/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5479
11/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3843
11/2022,SUL,Santa Catarina,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),560
11/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),902
11/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,106
11/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,24
11/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,213
11/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,6
11/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,4626
11/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2271
11/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,412
11/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1450
11/2022,SUL,Santa Catarina,ÓLEO DE FRITURA USADO,4488
11/2022,CENTRO OESTE,Goiás,ÓLEO DE MILHO,419
11/2022,SUDESTE,São Paulo,ÓLEO DE MILHO,133
11/2022,SUL,Paraná,ÓLEO DE MILHO,466
11/2022,SUL,Rio Grande do Sul,ÓLEO DE MILHO,1178
11/2022,CENTRO OESTE,Goiás,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,77
11/2022,NORDESTE,Bahia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,437
11/2022,NORTE,Pará,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,5912
11/2022,NORTE,Rondônia,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,244
11/2022,CENTRO OESTE,Goiás,ÓLEO DE SOJA (GLYCINE MAX),61765
11/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE SOJA (GLYCINE MAX),62010
11/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE SOJA (GLYCINE MAX),19406
11/2022,NORDESTE,Bahia,ÓLEO DE SOJA (GLYCINE MAX),23113
11/2022,NORDESTE,Piauí,ÓLEO DE SOJA (GLYCINE MAX),5504
11/2022,NORTE,Rondônia,ÓLEO DE SOJA (GLYCINE MAX),584
11/2022,NORTE,Tocantins,ÓLEO DE SOJA (GLYCINE MAX),8293
11/2022,SUDESTE,Rio de Janeiro,ÓLEO DE SOJA (GLYCINE MAX),592
11/2022,SUDESTE,São Paulo,ÓLEO DE SOJA (GLYCINE MAX),321
11/2022,SUL,Paraná,ÓLEO DE SOJA (GLYCINE MAX),43626
11/2022,SUL,Rio Grande do Sul,ÓLEO DE SOJA (GLYCINE MAX),83768
11/2022,SUL,Santa Catarina,ÓLEO DE SOJA (GLYCINE MAX),18670
11/2022,CENTRO OESTE,Goiás,OUTROS MATERIAIS GRAXOS,15480
11/2022,CENTRO OESTE,Mato Grosso,OUTROS MATERIAIS GRAXOS,16219
11/2022,NORDESTE,Bahia,OUTROS MATERIAIS GRAXOS,6444
11/2022,NORTE,Tocantins,OUTROS MATERIAIS GRAXOS,715
11/2022,SUDESTE,Minas Gerais,OUTROS MATERIAIS GRAXOS,4404
11/2022,SUDESTE,Rio de Janeiro,OUTROS MATERIAIS GRAXOS,271
11/2022,SUDESTE,São Paulo,OUTROS MATERIAIS GRAXOS,443
11/2022,SUL,Paraná,OUTROS MATERIAIS GRAXOS,15190
11/2022,SUL,Rio Grande do Sul,OUTROS MATERIAIS GRAXOS,20985
11/2022,SUL,Santa Catarina,OUTROS MATERIAIS GRAXOS,331
10/2022,CENTRO OESTE,Goiás,ÁCIDO GRAXO DE ÓLEO DE SOJA,968
10/2022,CENTRO OESTE,Mato Grosso,ÁCIDO GRAXO DE ÓLEO DE SOJA,174
10/2022,SUDESTE,São Paulo,ÁCIDO GRAXO DE ÓLEO DE SOJA,37
10/2022,CENTRO OESTE,Goiás,GORDURA BOVINA,7180
10/2022,CENTRO OESTE,Mato Grosso do Sul,GORDURA BOVINA,334
10/2022,NORDESTE,Bahia,GORDURA BOVINA,4853
10/2022,NORTE,Pará,GORDURA BOVINA,21
10/2022,NORTE,Rondônia,GORDURA BOVINA,2471
10/2022,SUDESTE,Minas Gerais,GORDURA BOVINA,1353
10/2022,SUDESTE,São Paulo,GORDURA BOVINA,8684
10/2022,SUL,Paraná,GORDURA BOVINA,2378
10/2022,SUL,Rio Grande do Sul,GORDURA BOVINA,14729
10/2022,SUDESTE,Minas Gerais,GORDURA DE FRANGO,462
10/2022,SUDESTE,Rio de Janeiro,GORDURA DE FRANGO,121
10/2022,SUDESTE,São Paulo,GORDURA DE FRANGO,1465
10/2022,SUL,Paraná,GORDURA DE FRANGO,2791
10/2022,SUL,Rio Grande do Sul,GORDURA DE FRANGO,37
10/2022,SUL,Santa Catarina,GORDURA DE FRANGO,361
10/2022,CENTRO OESTE,Goiás,GORDURA DE PORCO,3591
10/2022,SUDESTE,Minas Gerais,GORDURA DE PORCO,483
10/2022,SUDESTE,Rio de Janeiro,GORDURA DE PORCO,6667
10/2022,SUDESTE,São Paulo,GORDURA DE PORCO,2213
10/2022,SUL,Paraná,GORDURA DE PORCO,1493
10/2022,SUL,Rio Grande do Sul,GORDURA DE PORCO,2136
10/2022,SUL,Santa Catarina,GORDURA DE PORCO,737
10/2022,CENTRO OESTE,Goiás,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1681
10/2022,CENTRO OESTE,Mato Grosso,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),3328
10/2022,NORDESTE,Bahia,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5375
10/2022,SUL,Rio Grande do Sul,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),254
10/2022,CENTRO OESTE,Goiás,ÓLEO DE FRITURA USADO,247
10/2022,CENTRO OESTE,Mato Grosso do Sul,ÓLEO DE FRITURA USADO,32
10/2022,NORDESTE,Bahia,ÓLEO DE FRITURA USADO,162
10/2022,NORTE,Rondônia,ÓLEO DE FRITURA USADO,74
10/2022,NORTE,Tocantins,ÓLEO DE FRITURA USADO,13
10/2022,SUDESTE,Rio de Janeiro,ÓLEO DE FRITURA USADO,3851
10/2022,SUDESTE,São Paulo,ÓLEO DE FRITURA USADO,2868
10/2022,SUL,Paraná,ÓLEO DE FRITURA USADO,88
10/2022,SUL,Rio Grande do Sul,ÓLEO DE FRITURA USADO,1685
